,smiles
maltpt,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
malttr,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
maltttr,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
man1p,O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
man6p,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
man6pglyc,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H]1O
man,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
mana,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
manglyc,O=C(O)[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
mchtbs6p,CC([O-])=N[C@H]1[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](N)[C@H]2O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
mdhdhf,C[C@@]1(O)OC[C@H](O)C1=O
melib,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
meoh,CO
mepn,CP(=O)(O)O
mercpeth,OCCS
mercppyr,O=C(O)C(=O)CS
met__D,CSCC[C@@H](N)C(=O)O
met__L,CSCC[C@H](N)C(=O)O
metglcur,CO[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O
methf,N=c1nc(O)c2c([nH]1)NCC1C[N+](c3ccc(C(O)=N[C@@H](CCC(=O)O)C(=O)O)cc3)=CN21
metsox_R__L,C[S@@](=O)CC[C@H](N)C(=O)O
metsox_S__L,CS(=O)CC[C@H](N)C(=O)O
mg2,[Mg]
mi1p__D,O=P(O)(O)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O
micit,C[C@](O)(C(=O)O)[C@H](CC(=O)O)C(=O)O
mincyc,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(=N)O)=C(O)[C@@]3(O)C(=O)C1=C2O
minohp,O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O
mlthf,N=c1nc(O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21
mmcoa__S,C[C@@H](C(=O)O)C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
mmet,C[S+](C)CC[C@H](N)C(=O)O
mn2,[Mn+2]
mnl1p,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
mnl,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
mobd,[Mo].[O-].[O-].[O].[O]
moco,N=c1nc([O-])c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])O)C(S)=C(S)[C@@H]1N2.[Mo+2].[O].[O]
mococdp,N=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@H]4Nc5[nH]c(=N)nc([O-])c5N[C@H]4C(S)=C3S)[C@@H](O)[C@H]2O)c([O-])n1
mocogdp,N=c1nc(O)c2c([nH]1)NC=C(C(=S)C(=S)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(O)nc(=N)[nH]c43)C(O)C1O)N2
mpt,N=c1nc([O-])c2c([nH]1)NC1OC(COP(=O)([O-])O)C(S)=C(S)C1N2.[Mo+2].[O].[O]
mptamp,N=c1nc(O)c2c([nH]1)NC1OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(S)=C(S)C1N2
mql8,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1c(C)c(O)c2ccccc2c1O
mqn8,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
msa,O=CCC(=O)O
mso3,CS(=O)(=O)[O-]
mteo2,C[Te](=O)(=O)[O-]
mthgxl,CC(=O)C=O
mththf,C[C@@]1(O)OC[C@H](O)C1(O)O
murein3px3p,CC(O)=NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5N=C(C)O)C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C(=O)O)CCCC(C(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC12)C4N=C(C)O)C(O)C3N=C(C)O
murein3px4p,CC([O-])=NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(O)=NC(C(=O)O)CCCC(C(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC12)C4N=C(C)[O-])C(O)C3N=C(C)[O-]
murein4px4p4p,CC([O-])=NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(=O)O)C6N=C(C)[O-])C(O)C5N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(O)=NC(C(=O)O)CCCC(C(O)=NC(C)C(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC12)C4N=C(C)[O-])C(O)C3N=C(C)[O-]
murein5px4p,CC(O)=NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5N=C(C)O)C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(O)=NC(C(=O)O)CCCC(C(O)=NC(C)C(O)=NC(C)C(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC12)C4N=C(C)O)C(O)C3N=C(C)O
murein5px4px4p,CC(O)=NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C5OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8N=C(C)O)C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(O)=NC(C(=O)O)CCCC(N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC5C4N=C(C)O)C(O)=NC(C)C(O)=NC(C(=O)O)CCCC(C(O)=NC(C)C(O)=NC(C)C(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(C)N=C(O)C(C)OC12)C7N=C(C)O)C(O)C6N=C(C)O)C(O)C3N=C(C)O
n2o,[N-]=[N+]=O
n8aspmd,CC(O)=NCCCCNCCCN
na15dap,NCCCCCNCCCN
na1,[Na]
nac,O=C([O-])c1cccnc1
nad,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
nadh,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
nadhx__R,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@H](O)CC1
nadp,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
nadph,N=C(O)C1=CN([C@H]2O[C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](OP(=O)(O)O)[C@H]3O)[C@H](O)[C@@H]2O)C=CC1
nadphx__R,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@H](O)CC1
nadphx__S,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)CC1
nalme,COC(=O)[C@H](CCCCN)N=C(C)O
ncam,N=C(O)c1cccnc1
nh4,[NH4+]
ni2,[Ni]
nicrnt,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1
nmn,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1
no2,O=N[O-]
no3,O=[N+]([O-])[O-]
no,[N]=O
novbcn,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
o16aund,CC(=O)OC1C(OC2C(O)C(COC3OC(CO)C(O)C(O)C3O)OC(OP(=O)(O)OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C2N=C(C)[O-])OC(C)C(O)C1OC1OC(COC2OC(C(O)CO)C(O)C2O)C(O)C(O)C1O
o2,O=O
o2s,[O][O-]
oaa,O=C(O)CC(=O)C(=O)O
oc2coa,CCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
occoa,CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ocdca,CCCCCCCCCCCCCCCCCC(=O)[O-]
ocdcap,CCCCCCCCCCCCCCCCCC(=O)OP(=O)([O-])[O-]
ocdcea,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
ocdceap,CCCCCCCC/C=C\CCCCCCCC(=O)OP(=O)([O-])[O-]
octa,CCCCCCCC(=O)[O-]
octdp,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
od2coa,CCCCCCCCCCCCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
odecoa,CCCCCCCCCCCCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ohpb,O=C(O)C(=O)[C@H](O)COP(=O)(O)O
op4en,C=CCC(=O)C(=O)[O-]
orn,NCCC[C@H](N)C(=O)O
orot5p,O=C(O)c1cc(O)nc(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
orot,O=C(O)c1cc(O)nc(O)n1
oxa,O=C([O-])C(=O)[O-]
oxadpcoa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCC(=O)O
oxalcoa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)C(=O)O
oxam,NC(=O)C(=O)O
oxur,N=C(O)N=C(O)C(=O)O
pac,O=C(O)Cc1ccccc1
pacald,O=CCc1ccccc1
pan4p,CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCS
pant__R,CC(C)(CO)[C@@H](O)C(=O)[O-]
pap,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
paps,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
pdx5p,Cc1ncc(COP(=O)(O)O)c(CO)c1O
pe120,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC
pe140,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCC
pe160,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC
pe161,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC
pe180,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC
pe181,CCCCCC/C=C/CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C/CCCCCC
peamn,NCCc1ccccc1
pep,C=C(OP(=O)(O)O)C(=O)O
pg140,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCC
pg160,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC
pg161,CCCCCC/C=C/CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCC/C=C/CCCCCC
pg180,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCCCC
pg181,CCCCCC/C=C/CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C/CCCCCC
pgp160,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
pgp161,CCCCCC/C=C/CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C/CCCCCC
pgp180,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCCCC
phaccoa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)Cc1ccccc1
phe__L,N[C@@H](Cc1ccccc1)C(=O)O
pheme,C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5C=C)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Fe+2]
phhlipa,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](OC3(C(=O)[O-])CC(O)C(O)C(C(O)CO)O3)[C@@H](OC3OC([C@@H](O)CO)[C@@H](O)[C@H](OC4OC([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
phom,N[C@@H](CCOP(=O)(O)O)C(=O)O
phphhlipa,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](OC3(C(=O)[O-])CC(O)C(O)C(C(O)CO)O3)[C@@H](OC3OC([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](OC4OC([C@@H](O)COC5OC(C(O)CO)C(O)C(O)C5O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
phpyr,O=C(O)C(=O)Cc1ccccc1
phthr,N[C@H](C(=O)O)[C@H](O)COP(=O)(O)O
pi,O=P([O-])([O-])[O-]
pmtcoa,CCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
pnto__R,CC(C)(CO)[C@@H](O)C(O)=NCCC(=O)O
poaac,N/C=C\C(=O)OO
ppa,CCC(=O)O
ppal,CCC=O
ppap,CCC(=O)OP(=O)(O)O
ppbng,NCc1[nH]cc(CCC(=O)O)c1CC(=O)O
ppcoa,CCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ppgpp,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]3O)c2[nH]1
pphn,O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1
ppi,O=P([O-])([O-])OP(=O)([O-])[O-]
ppp9,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
pppg9,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2
pppi,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-]
pppn,O=C(O)CCc1ccccc1
pram,N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
pran,O=C(O)c1ccccc1N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
prbamp,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
prbatp,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
prcp,O=P(O)(O)OC[C@H]1O[C@@H]2OP(=O)(O)O[C@@H]2[C@@H]1O
preq0,N#Cc1c[nH]c2[nH]c(=N)nc(O)c12
preq1,N=c1nc(O)c2c(CN)c[nH]c2[nH]1
prfp,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N=CN[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
prlp,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP(=O)(O)O
pro__L,O=C(O)[C@@H]1CCCN1
progly,O=C(O)CNOC[C@@H]1CCCN1
prpmn,CP(=O)(O)O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
prpncoa,C=CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
prpp,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O
