,smiles
ps160,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)[O-])OC(=O)CCCCCCCCCCCCCCC
ps180,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)[O-])OC(=O)CCCCCCCCCCCCCCCCC
psclys,N[C@@H](CCCCNCC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)O
psd5p,O=P(O)(O)OC[C@H]1O[C@@H](c2cnc(O)nc2O)[C@H](O)[C@@H]1O
pser__L,N[C@@H](COP(=O)(O)O)C(=O)O
psuri,OC[C@H]1O[C@@H](c2cnc(O)nc2O)[C@H](O)[C@@H]1O
ptrc,NCCCCN
pyam5p,Cc1ncc(COP(=O)(O)O)c(CN)c1O
pydam,Cc1ncc(CO)c(CN)c1O
pydx5p,Cc1ncc(COP(=O)(O)O)c(C=O)c1O
pydx,Cc1ncc(CO)c(C=O)c1O
pydxn,Cc1ncc(CO)c(CO)c1O
pyr,CC(=O)C(=O)[O-]
q8,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
q8h2,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC
quin,O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1
quln,O=C(O)c1cccnc1C(=O)O
r15bp,O=P(O)(O)OC[C@H]1OC(OP(=O)(O)O)[C@H](O)[C@@H]1O
r1p,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
r2hglut,O=C(O)CC[C@@H](O)C(=O)O
r5p,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O
ragund,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)(O)OC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1N=C(C)[O-]
rbflvrd,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(O)nc(O)c1N2
rbl__D,O=C(CO)[C@H](O)[C@H](O)CO
rbl__L,O=C(CO)[C@@H](O)[C@@H](O)CO
rdmbzi,Cc1cc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2cc1C
rfamp,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)N=C(O)/C(C)=C\C=C\C(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C
rhcys,N[C@@H](CCSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)C(=O)O
rhmn,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]
rib__D,OC1OC[C@@H](O)[C@@H](O)[C@H]1O
ribflv,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
rml1p,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)(O)O
rml,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
rmn,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
ru5p__D,O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O
ru5p__L,O=C(CO)[C@@H](O)[C@@H](O)COP(=O)(O)O
s17bp,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
s7p,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
sarcs,CNCC(=O)O
sbt6p,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
sbt__D,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
sbzcoa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCC(=O)c1ccccc1C(=O)O
scl,C[C@@]1(CC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc(n2)[C@H]1CCC(=O)O)c(CC(=O)O)c5CCC(=O)O)c(CCC(=O)O)c4CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O
sel,O=[Se](=O)([O-])[O-]
seln,[Se+2]
selnp,[O-]P(O)(O)=[Se]
ser__D,N[C@H](CO)C(=O)O
ser__L,N[C@@H](CO)C(=O)O
seramp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)CO)[C@@H](O)[C@H]1O
sf,O=S(=O)([O-])C[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
sfp,O=P([O-])([O-])OCC1(O)O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@@H]1O
sheme,C[C@@]1(CC(=O)O)c2cc3nc(cc4[nH]c(cc5[n-]c(cc(n2)[C@H]1CCC(=O)O)c(CC(=O)O)c5CCC(=O)[O-])c(CCC(=O)O)c4CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O.[Fe+2]
skm5p,O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1
skm,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
sl26da,N[C@@H](CCC[C@H](N=C(O)CCC(=O)O)C(=O)O)C(=O)O
sl2a6o,O=C(O)CCC(O)=N[C@@H](CCCC(=O)C(=O)O)C(=O)O
sla,O=CC(O)CS(=O)(=O)O
slnt,O=[Se]([O-])[O-]
so2,O=S=O
so3,O=S([O-])[O-]
so4,O=S(=O)([O-])[O-]
spmd,NCCCCNCCCN
stcoa,CCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
suc6p,O=P(O)(O)OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
sucarg,N=C(N)NCCC[C@H](N=C(O)CCC(=O)O)C(=O)O
sucbz,O=C(O)CCC(=O)c1ccccc1C(=O)O
succ,O=C([O-])CCC(=O)[O-]
succoa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCC(=O)O
sucglu,O=C(O)CCC(O)=N[C@@H](CCC(=O)O)C(=O)O
sucgsa,O=CCC[C@H](N=C(O)CCC(=O)O)C(=O)O
suchms,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O
sucorn,NCCC[C@H](N=C(O)CCC(=O)O)C(=O)O
sucr,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
sucsal,O=CCCC(=O)O
sulfac,O=C(O)CS(=O)(=O)O
tag6p__D,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O
tagdp__D,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@H]1O
tagur,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)C(=O)CO
tartr__D,O=C([O-])[C@@H](O)[C@H](O)C(=O)[O-]
tartr__L,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-]
taur,NCCS(=O)(=O)O
tcynt,N#C[S-]
td2coa,CCCCCCCCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
tdcoa,CCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
tdecoa,CCCCCCCCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
teo2,O=[Te]([O-])[O-]
thcur,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
thdp,O=C(O)C1=NC(C(=O)O)CCC1
thf,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2
thm,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1
thmmp,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(=N)[nH]1
thmnp,N=c1nc(O)c2c([nH]1)NCC([C@H](O)[C@@H](O)CO)N2
thmpp,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(=N)[nH]1
thptdn,C1=NC=C2NCCN=C2N1
thr__L,C[C@@H](O)[C@H](N)C(=O)O
thrp,C[C@@H](OP(=O)(O)O)[C@H](N)C(=O)O
thym,Cc1cnc(O)nc1O
thymd,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O
tma,CN(C)C
tmao,C[N+](C)(C)[O-]
trdox,C[N+](C)(C)[C@@H](Cc1cnc(S)[nH]1)C(=O)O
trdrd,C[N+](C)(C)[C@@H](Cc1cnc(S)[nH]1)C(=O)O
tre6p,O=P(O)(O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
tre,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
trp__L,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
tsul,O=S([O-])([O-])=S
ttdca,CCCCCCCCCCCCCC(=O)[O-]
ttdcap,CCCCCCCCCCCCCC(=O)OP(=O)([O-])[O-]
ttdcea,C=CCCCCCCCCCCCC(=O)[O-]
ttrcyc,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
tungs,[O-].[O-].[O].[O].[W]
tym,NCCc1ccc(O)cc1
tyr__L,N[C@@H](Cc1ccc(O)cc1)C(=O)O
tyrp,N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)O
u23ga,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)[C@@H]1N=C(O)C[C@H](O)CCCCCCCCCCC
u3aga,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@@H]1N=C(C)[O-]
u3hga,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)[C@@H]1N
uLa4fn,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])O[C@@H]1OCC(N)(C=O)[C@H](O)[C@H]1O
uLa4n,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1OC[C@H](N)[C@H](O)[C@H]1O
uaagmda,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)O)[C@H](O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC(=O)O)C(O)=N[C@@H](CCCCN)C(O)=N[C@H](C)C(O)=N[C@H](C)C(=O)O)[C@H]1N=C(C)O
uaccg,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)[C@@H]1N=C(C)O)C(=O)O
uacgam,CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
uacmam,CC(O)=N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
uacmamu,CC(O)=N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O
uagmda,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC(O)=N[C@@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@H](C)C(O)=N[C@H](C)C(=O)O)C(=O)O)[C@H]1N=C(C)O
uama,CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(=O)O
uamag,CC(O)=N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC(=O)O)C(=O)O
uamr,CC(O)=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)O
udcpdp,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
udcpgl,C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
udcpp,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O
udpLa4fn,O=c1nc([O-])ccn1C1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2OC[C@H](N=C[O-])[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
udpLa4n,N[C@H]1CO[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
udpLa4o,O=C1CO[C@H](OP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
udp,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
udpacgal,CC(O)=N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O
udpg,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
udpgal,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
udpgalfur,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@@H]([C@H](O)CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
udpglcur,O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ugmd,CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC(O)=N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O
ugmda,CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC(O)=N[C@@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@H](C)C(O)=N[C@H](C)C(=O)O)C(=O)O
um4p,CC([O-])=N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([N+]3=C[CH+]C(O)=NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC([O-])=N[C@@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@H](C)C(=O)O)C(=O)O
ump,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
unaga,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N=C(C)[O-]
unagamu,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]2N=C(C)O)[C@H](O)[C@H]1N=C(C)O
unagamuf,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](C)[C@H](N=C(C)[O-])[C@H](O)[C@H]3O)[C@H](O)[C@@H]2N=C(C)[O-])[C@H](O)[C@H]1N=C(C)[O-]
uppg3,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2
ura,Oc1ccnc(O)n1
uracp,N=C(O)N/C=C\C(=O)OO
urate,Oc1nc(O)c2nc(O)[nH]c2n1
urdglyc,N=C(O)N[C@@H](O)C(=O)O
urea,N=C(N)O
uri,O=c1nc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
utp,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
val__L,CC(C)[C@H](N)C(=O)O
xan,Oc1nc(O)c2nc[nH]c2n1
xdp,O=P(O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
xmp,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
xtp,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
xtsn,OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
xu5p__D,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O
xu5p__L,O=C(CO)[C@H](O)[C@@H](O)COP(=O)(O)O
xyl__D,OC1OC[C@@H](O)[C@H](O)[C@H]1O
xylu__D,O=C(CO)[C@@H](O)[C@H](O)CO
xylu__L,O=C(CO)[C@H](O)[C@@H](O)CO
zn2,[Zn]
acetone,CC(C)=O
2hbut,CCC(O)C(=O)[O-]
2hglut,O=C(O)CCC(O)C(=O)O
phlac,O=C(O)C(O)Cc1ccccc1
34hpl,O=C(O)C(O)Cc1ccc([O-])cc1
acphe,CC(O)=N[C@@H](Cc1ccccc1)C(=O)O
